Week_Index,Week_Start,Week_End,Routes,Avg_SOC,Max_SOC [-],Min_SOC [-],Avg_DOD [-],Avg_Batt_Temp,Avg_Amb_Temp [degC],weeklyAvgBattP,weeklyDistance [km],weeklyTotDistance [km],weeklyDRegEn [kWh],weeklyDNetEn [kWh],weeklyEnAux [kWh],weeklyTotRegEn [kWh],weeklyTotNetEn [kWh],weeklyTotAux [kWh],weeklyAvgCrateChg [1/h],weeklyCycles [-],weeklyTotCycles [-],weeklyDrivingTime [h],weeklyChargingTime [h],weeklyparkingTime [h],Avg_Qcyc,Avg_Qcal,Avg_Qloss
1,01-Nov-2020,07-Nov-2020,route74,0.640238103793118,0.920004998563167,0.305270054198622,0.587528077835859,22.4804998483739,13.8447915138205,-69.0960058720991,2154.85777595912,2154.85777595912,436.40114204496797,1288.0834473060245,71.991,436.40114204496797,1288.0834473060245,1.799775,0.251355589223657,7,7,72.74,16.3694444444444,78.8905555555556,0.455459846864295,0.192085690827569,0.647545537691864
2,08-Nov-2020,14-Nov-2020,route74,0.640654506539758,0.92000610864265,0.306619664145112,0.590415444284738,22.3463597369617,9.01439574392838,-67.4031331666708,2212.69222187366,4367.54999783278,510.790104865344,1746.893242743552,296.11352000001807,947.191246910308,3034.976690049576,9.20261300000045,0.251486381367888,7,14,77.7994444444444,16.3055555555556,73.895,0.905192854627643,0.387755935626872,1.29294879025452
3,15-Nov-2020,21-Nov-2020,route74,0.634115667179602,0.920003731143941,0.280472855405519,0.608634553316334,22.2257612589942,1.03076317976699,-71.9709894963849,1876.07681993165,6243.62681776443,439.38862770148,1874.154350548376,488.043787920228,1386.579874611788,4909.13104059796,21.4037076980061,0.252138475544003,7,21,67.1644444444444,16.7027777777778,84.1327777777778,1.23513324517762,0.540671096077563,1.77580434125518
4,22-Nov-2020,28-Nov-2020,route74,0.643306194624467,0.920005910025997,0.28966842040398,0.592604747355972,22.2529115167172,3.25389610408872,-74.257031994475,1734.75364576856,7978.38046353299,485.8595234918041,1736.2626862400357,220.1833080763888,1872.439398103596,6645.3937268380005,26.9082903999159,0.251625952924229,7,28,57.8436111111111,16.225,93.9313888888889,1.50558232622836,0.675225459015586,2.18080778524394
5,29-Nov-2020,05-Dec-2020,"route74,route11",0.634946502591697,0.920006514888832,0.258337640322761,0.604911277283777,22.1803857399637,0.21905037387237,-70.2304643678937,1644.64897119965,9623.02943473264,1034.352237819748,2834.0657284033605,653.7760015177081,2906.791635923344,9479.45945524136,43.2526904378586,0.252070928440584,7,35,67.7891666666666,16.4833333333333,83.7275,1.74149424980279,0.787130492007741,2.52862474181053
6,06-Dec-2020,12-Dec-2020,route11,0.622565283980084,0.920004025516249,0.244895096793755,0.62902005690262,22.1717602294121,-0.85898246350805,-68.5523566698072,1635.60278786639,11258.632222599,775.9853333664801,2402.1802137186883,707.349,3682.776969289824,11881.63966896004,60.9364154378586,0.252757683358158,7,42,75.1075,17.0138888888889,75.8786111111111,2.00111562411097,0.885852037123541,2.88696766123451
7,13-Dec-2020,19-Dec-2020,route11,0.63802332932036,0.920005831542692,0.276165135363875,0.604401892808357,22.0863617017795,-3.1781127983938,-70.7826718026401,1480.13124605492,12738.763468654,983.3525073479161,3185.590208194392,1000.3352848700599,4666.1294766377205,15067.229877154443,85.9447975596101,0.252050313083476,7,49,65.6944444444444,16.3555555555556,85.95,2.21765303642479,0.96402056874656,3.18167360517135
8,20-Dec-2020,26-Dec-2020,route11,0.626127233461994,0.920005915227186,0.234390570240797,0.630767592120427,21.9800960257765,-8.66256945906434,-74.1152434190533,1296.4848639814,14035.2483326353,1074.914097309044,3216.067513285628,930.356722045524,5741.043573946801,18283.297390440042,109.203715610748,0.252942734955219,7,56,58.4247222222222,16.9555555555556,92.6197222222223,2.42183995831637,1.05263226102922,3.47447221934559
9,27-Dec-2020,02-Jan-2021,"route11,route44",0.630961076240458,0.92000615143853,0.245691514142466,0.623673793749941,22.0228419683379,-7.03213227213308,-77.3443672107289,1341.67822936672,15376.9265620021,164.3740936999584,1290.894175940316,336.4888674456132,5905.417667646721,19574.19156638036,117.615937296889,0.252702128315483,7,63,51.6697222222222,16.7472222222222,99.5830555555556,2.61984258955952,1.14013906114108,3.7599816507006
10,03-Jan-2021,09-Jan-2021,route44,0.648047457241119,0.920006111865656,0.283469488569848,0.601327782914564,22.0994831275295,-3.05000104077696,-83.7643099049858,1396.23453754967,16773.1610995517,213.65402134216322,1558.7472143272919,317.11100000000005,6119.07168898892,21132.938780707686,125.543712296889,0.251953699772812,7,70,38.7811111111111,16.1472222222222,113.071666666667,2.7588448174282,1.22544414149643,3.98428895892463
