Week_Index,Week_Start,Week_End,Routes,Avg_SOC,Max_SOC [-],Min_SOC [-],Avg_DOD [-],Avg_Batt_Temp,Avg_Amb_Temp [degC],weeklyAvgBattP,weeklyDistance [km],weeklyTotDistance [km],weeklyDRegEn [kWh],weeklyDNetEn [kWh],weeklyEnAux [kWh],weeklyTotRegEn [kWh],weeklyTotNetEn [kWh],weeklyTotAux [kWh],weeklyAvgCrateChg [1/h],weeklyCycles [-],weeklyTotCycles [-],weeklyDrivingTime [h],weeklyChargingTime [h],weeklyparkingTime [h],Avg_Qcyc,Avg_Qcal,Avg_Qloss
1,01-Aug-2020,07-Aug-2020,route31,0.640265473960433,0.920005725742118,0.315196439521479,0.570947178666212,22.530123700031,23.3102996461522,-57.0856474437094,2504.21612211621,2504.21612211621,879.31699298228,1872.455362166472,118.12560606419761,879.31699298228,1872.455362166472,2.95314015160494,0.251027798790151,7.0,7,111.869166666667,16.1861111111111,39.9447222222222,0.505340747268272,0.116250196297248,0.62159094356552
2,08-Aug-2020,14-Aug-2020,route31,0.637899610758335,0.920002329368339,0.312912170964644,0.577283436394627,22.5629061700878,23.2796800351041,-59.2413188662182,1381.10553378187,3885.32165589808,886.231834377696,1865.1046123564681,114.5796932708528,1765.5488273599722,3737.559974522936,5.81763248337626,0.251190411388758,4.0,11,61.0661111111111,9.29722222222222,97.6366666666667,0.957061761277863,0.263887133774792,1.22094889505266
3,15-Aug-2020,21-Aug-2020,,,,,,,,,,3885.32165589808,,,,1765.5488273599722,3737.559974522936,5.81763248337626,,,11,,,,,,
4,22-Aug-2020,28-Aug-2020,route31,0.64613989134842,0.920001538919135,0.327555460122112,0.380367434419082,22.5041643733852,21.6737867385214,-58.4584191882865,661.912749373978,4547.23440527206,731.529221756748,1587.98731281986,118.8272777777776,2497.0780491167206,5325.547287342801,8.7883144278207,0.250728881325046,2.0,13,30.7391666666667,4.51111111111111,132.749722222222,1.13568973077548,0.322388531057047,1.45807826183252
5,29-Aug-2020,04-Sep-2020,route31,0.642089675098667,0.920006285193002,0.305895714397051,0.484656806794136,22.4972386058762,23.7965957956648,-54.9289408071523,1842.95411581486,6390.18852108692,721.7707988725241,1567.2026506440923,114.70562500000001,3218.8488479892444,6892.74993798688,11.6559550528207,0.250923093568558,5.0,18,85.4336111111111,11.3583333333333,71.2080555555555,1.32026489535115,0.370358800208603,1.69062369555975
6,05-Sep-2020,11-Sep-2020,route31,0.635714863033576,0.920005929688139,0.304712447532854,0.581328168576125,22.4865139601307,20.5237869988464,-57.5441638785776,2474.80510677446,8864.99362786138,945.2629587453441,1946.3833947792718,106.0157013071896,4164.111806734601,8839.133332766161,14.3063475855004,0.251260248030438,7.0,25,110.540555555556,16.1333333333333,41.3261111111111,1.59651642062862,0.433157776767684,2.0296741973963
7,12-Sep-2020,18-Sep-2020,"route31,route11",0.628117137139977,0.920006320481729,0.297031620341874,0.60421341499292,22.4951580766147,17.704445121167,-60.7772329782074,2285.88436735103,11150.8779952124,963.482035554744,1992.9631534934917,104.78950063703722,5127.5938422893205,10832.096486259641,16.9260851014264,0.251774118323843,7.0,32,100.612777777778,16.4861111111111,50.9011111111111,1.89790246673284,0.536757054188539,2.43465952092138
8,19-Sep-2020,25-Sep-2020,route11,0.635214777699344,0.920006242175827,0.293195633034161,0.592919974543306,22.4604790692894,17.1291619471545,-60.2006465777749,2219.92513241629,13370.8031276287,824.33607986308,1980.466414342836,312.76086025255,5951.929922152401,12812.562900602481,24.7451066077401,0.251432117625523,7.0,39,99.7738888888889,16.1166666666667,52.1094444444444,2.16825128844659,0.628610027133286,2.79686131557987
9,26-Sep-2020,02-Oct-2020,route11,0.629728724187151,0.920006464085661,0.298612851378585,0.597128180662185,22.4310928643899,16.0826222650004,-59.0729703673182,2284.75537740561,15655.5585050343,1030.36929297556,2061.591528142372,104.0339178222224,6982.29921512796,14874.154428744841,27.3459545532957,0.251530612004514,7.0,46,102.594444444445,16.1333333333333,49.2722222222222,2.41333683518531,0.709371790214274,3.12270862539959
10,03-Oct-2020,09-Oct-2020,"route11,route31",0.629685232379416,0.920004649013203,0.274591251337046,0.602853361369146,22.3815952417661,12.6274053899522,-60.5509681224254,2168.93045689166,17824.488961926,771.5323612986961,1864.1554063579283,291.277927510494,7753.831576426683,16738.30983510276,34.627902741058,0.251996966438216,7.0,53,99.9719444444445,16.4138888888889,51.6141666666666,2.64204351854718,0.779463749760694,3.42150726830787
