Week_Index,Week_Start,Week_End,Routes,Avg_SOC,Max_SOC [-],Min_SOC [-],Avg_DOD [-],Avg_Batt_Temp,Avg_Amb_Temp [degC],weeklyAvgBattP,weeklyDistance [km],weeklyTotDistance [km],weeklyDRegEn [kWh],weeklyDNetEn [kWh],weeklyEnAux [kWh],weeklyTotRegEn [kWh],weeklyTotNetEn [kWh],weeklyTotAux [kWh],weeklyAvgCrateChg [1/h],weeklyCycles [-],weeklyTotCycles [-],weeklyDrivingTime [h],weeklyChargingTime [h],weeklyparkingTime [h],Avg_Qcyc,Avg_Qcal,Avg_Qloss
1,01-Apr-2020,07-Apr-2020,route31,0.637826340259011,0.920006327354387,0.311881584188945,0.581958605392487,22.3275377118249,11.0499964500279,-58.6341342543432,2302.94502058041,2302.94502058041,853.879425120612,2001.979448788604,198.3744080283952,853.879425120612,2001.979448788604,4.95936020070988,0.251272691756326,7.0,7,107.084166666667,16.2388888888889,44.6769444444444,0.488664024379,0.11520033365351,0.60386435803251
2,08-Apr-2020,14-Apr-2020,route31,0.632462419636944,0.920005491031078,0.282452859565374,0.59917087966154,22.3457489848148,8.32554018313955,-64.8827237124951,1957.98939293187,4260.93441351228,935.614564253388,1953.4360359255004,97.73648163265318,1789.493989374004,3955.4154847141044,7.4027722415262,0.251767808735828,7.0,14,87.0833333333334,16.5444444444444,64.3722222222222,1.01247463053993,0.320441938894273,1.33291656943421
3,15-Apr-2020,21-Apr-2020,route31,0.639257517002701,0.920005840236438,0.312458682352547,0.585942167984508,22.3767305617645,14.2114943872247,-58.1804631484705,2331.60100463316,6592.53541814543,683.0482863396961,1744.26561982242,289.206680000018,2472.542275713696,5699.68110453652,14.6329392415267,0.251256078268261,7.0,21,107.115555555556,16.0777777777778,44.8066666666665,1.36743745463318,0.435792718109786,1.80323017274296
4,22-Apr-2020,28-Apr-2020,route31,0.631253495782017,0.920006223366583,0.283216674105123,0.519576524796253,22.4108476389608,12.8517098041169,-62.8289129707511,2072.53899661959,8665.07441476503,720.4984931049199,1612.8583399478882,137.87777202052482,3193.04076881862,7312.5394444844005,18.0798835420398,0.25152775403871,7.0,28,91.9116666666667,16.2527777777778,59.8355555555555,1.68820283518791,0.547671905002992,2.23587474019091
5,29-Apr-2020,05-May-2020,"route31,route42",0.639698469715197,0.920005660170359,0.30293889440014,0.592192976676778,22.589023035066,18.3490367248777,-70.4130148515244,1928.14227806451,10593.2166928295,499.21758017287607,1473.879473078144,55.470244444444404,3692.2583489914964,8786.41891756256,19.4666396531509,0.251404694788431,7.0,35,67.5838888888889,16.1833333333333,84.2327777777778,1.94329250656417,0.650205606179649,2.59349811274382
6,06-May-2020,12-May-2020,route42,0.644800669566752,0.920006552252976,0.311709382285514,0.587851146782389,22.6968801209711,23.6980997001467,-71.1924119371226,2066.49109763484,12659.7077904644,405.72832332124403,1188.452242245416,100.3616902386832,4097.986672312721,9974.871159807963,21.975681909118,0.251167647289962,7.0,42,68.5044444444444,16.0,83.4955555555556,2.15749403592381,0.788552365801151,2.94604640172496
7,13-May-2020,19-May-2020,route42,0.641229514745579,0.920006619420943,0.295550272127609,0.591426773066361,22.5980165107331,19.2525946424941,-70.8062752778282,2042.36882974285,14702.0766202072,473.04503822286006,1442.732437454068,50.7662444444444,4571.0317105356,11417.60359726204,23.2448380202291,0.251359334243322,7.0,49,68.8169444444444,16.0416666666667,83.1413888888889,2.34706781219801,0.895216985924289,3.2422847981223
8,20-May-2020,26-May-2020,route42,0.643605984536609,0.920005283577978,0.308605963831766,0.586754931077359,22.5758796228179,19.077475119767,-69.7377071196055,2089.02741676522,16791.1040369724,395.41130660921243,1179.489695554404,63.877466666666805,4966.4430171448,12597.09329281644,24.8417746868957,0.251228535233205,7.0,56,69.8208333333333,15.8805555555556,82.2986111111111,2.53664880200377,1.00175315649676,3.53840195850053
9,27-May-2020,02-Jun-2020,"route42,route44",0.642004541372456,0.920006443869578,0.298247516139349,0.600348463353419,22.6194998883443,18.1048261220886,-74.2137635036793,1392.14562472331,18183.2496616958,196.19098110719722,1018.8014660318481,33.60851111111108,5162.633998252,13615.894758848282,25.6819874646735,0.25164161575477,5.0,61,42.5033333333333,11.5527777777778,113.943888888889,2.68727522669449,1.08240983347482,3.76968506016931
10,03-Jun-2020,09-Jun-2020,route44,0.642367293979555,0.920003541115844,0.31185652384084,0.603564838711978,22.7599980283884,24.0985600439609,-77.5254300899089,294.006054957052,18477.2557166528,180.94440192838562,910.198661212872,32.90313333333332,5343.5784001803995,14526.093420061161,26.5045657980069,0.251634741393618,1.0,62,8.20416666666667,2.31944444444444,157.476388888889,2.7573870192391,1.13010653377162,3.88749355301071
11,10-Jun-2020,16-Jun-2020,route44,0.648139541701011,0.920006358201487,0.310470920836083,0.589240218468083,22.7971608923563,27.3273059140194,-75.7893271265449,2039.40189960465,20516.6576162574,161.75473513661836,772.29409314034,54.765503618518,5505.333135317,15298.38751320148,27.8737033884698,0.251106443797807,7.0,69,57.6405555555555,15.8333333333333,94.5261111111111,2.84273451275324,1.19276102046728,4.03549553322052
12,17-Jun-2020,23-Jun-2020,route44,0.646403935971305,0.920006699816906,0.308430446076665,0.593129168894544,22.7284992682572,23.5692916626318,-76.0650781050711,2002.32716280878,22518.9847790662,212.7699989197096,976.6383194643481,46.2031572765432,5718.1031342367205,16275.02583266584,29.0287823203834,0.251310485480736,7.0,76,58.2266666666666,15.8972222222222,93.8761111111112,2.98449307226942,1.29058966000001,4.27508273226942
13,24-Jun-2020,30-Jun-2020,route44,0.651494858112711,0.920006724285973,0.319219239473503,0.580448021423939,22.6975419529319,23.7527346748842,-74.0712001699002,2041.0002169104,24559.9849959766,177.73203166086722,867.6537835111881,37.69142555555556,5895.8351658976,17142.679616177043,29.9710679592723,0.250942181738857,7.0,83,58.6222222222222,15.55,93.8277777777778,3.1221709176717,1.38711128081662,4.50928219848831
14,01-Jul-2020,07-Jul-2020,"route44,route31",0.646664474417802,0.920006507051811,0.308460172900033,0.511745495406144,22.654964248606,23.0221568795732,-70.0875323829288,2039.50906551777,26599.4940614944,766.1536950412241,1615.381153455132,122.41558333333319,6661.9888609388,18758.06076963216,33.0314575426056,0.251080934367362,7.0,90,68.35,15.6138888888889,84.0361111111112,3.25267326320754,1.47533281699537,4.72800608020291
15,08-Jul-2020,14-Jul-2020,route31,0.638485301806032,0.920005293705054,0.302656960570629,0.593889127740837,22.6087830008214,24.809544616707,-61.9134971272884,2158.40837202924,28757.9024335236,879.0916069908001,2033.3224732945762,93.35395879629641,7541.0804679296,20791.38324292676,35.365306512513,0.251344676757917,7.0,97,91.9455555555556,15.8111111111111,60.2433333333333,3.42825688998175,1.54277294524073,4.97102983522248
16,15-Jul-2020,21-Jul-2020,route31,0.643005966926781,0.920006707587132,0.314327277462051,0.581324841087645,22.5437426830639,22.9740506718806,-60.2620802207248,2215.76091078255,30973.6633443062,916.3870676218639,2086.288333066256,104.5075664848484,8457.467535551481,22877.671575993,37.9779956746342,0.250979912156286,7.0,104,94.9197222222222,15.4527777777778,57.6275,3.60272668942923,1.5913361253405,5.19406281476973
17,22-Jul-2020,28-Jul-2020,route31,0.635448235233988,0.920006571961238,0.289451710973394,0.593127993948135,22.5295234589596,23.2028448676698,-58.0919949731951,2360.04757242769,33333.7109167339,966.4162644984641,1964.3693724544682,111.7964071176956,9423.88380004996,24842.04094844748,40.7729058525766,0.251348686663763,7.0,111,104.350277777778,15.7,47.9497222222222,3.78351243716668,1.64297901060856,5.42649144777524
18,29-Jul-2020,04-Aug-2020,route31,0.64046249010412,0.920005335858913,0.285791123646767,0.581530499042047,22.5156048243152,23.3841268736978,-57.6235801113316,2331.1418914842,35664.8528082181,911.528167052416,2106.385880342504,95.0935333333332,10335.41196710236,26948.42682878996,43.1502441859099,0.251118770147192,7.0,118,105.233055555556,15.4611111111111,47.3058333333333,3.94757626959828,1.67889404523985,5.62647031483813
19,05-Aug-2020,11-Aug-2020,route42,0.642398490303914,0.920005499266893,0.301977511403737,0.592436355903527,22.6691569258567,24.7093713150838,-69.3972038379281,2110.64431978281,37775.4971280009,439.6224521915681,1433.459948865724,54.52102558908399,10775.034419293921,28381.886777655684,44.513269825637,0.251239606230309,7.0,125,70.8686111111111,15.6111111111111,81.5202777777778,4.09389947736437,1.72994008881162,5.82383956617599
20,12-Aug-2020,18-Aug-2020,,,,,,,,,,37775.4971280009,,,,10775.034419293921,28381.886777655684,44.513269825637,,,125,,,,,,
21,19-Aug-2020,25-Aug-2020,route42,0.63573644721157,0.92000227286357,0.30377070653044,0.612516282919598,22.7447018259384,24.8081795601114,-74.1872995417062,272.496909048018,38047.9940370489,504.185562082648,1505.570658159536,53.4201333333332,11279.219981376562,29887.457435815242,45.8487731589704,0.251853394861278,1.0,126,8.33972222222222,2.29722222222222,157.363055555556,4.17011135277259,1.7721435528256,5.94225490559819
22,26-Aug-2020,01-Sep-2020,route42,0.639838468426069,0.920006576391068,0.311929496981718,0.59620108018056,22.6560687006308,24.3247544148023,-68.8751517624203,931.151919892721,38979.1459569416,498.148356379176,1407.6906725355,100.5768099839504,11777.36833775576,31295.14810835072,48.3631934085691,0.251399033605341,3.0,129,31.1391666666667,6.73055555555556,130.130277777778,4.20673790276254,1.79146871534464,5.99820661810718
23,02-Sep-2020,08-Sep-2020,route42,0.646968407262252,0.920006980183892,0.305267443098969,0.587309131838835,22.637107294981,22.2278699389022,-72.0092265734552,1951.71160520399,40930.8575621456,439.506232817236,1422.56089111242,49.6647626068376,12216.874570573,32717.70899946316,49.6048124737401,0.251175543852415,7.0,136,63.4961111111111,15.4583333333333,89.0455555555556,4.29748217904688,1.84031210723155,6.13779428627843
24,09-Sep-2020,15-Sep-2020,route42,0.644413659692556,0.920006416842901,0.308683875412793,0.58896961899917,22.5979030892464,21.8464120117468,-69.2515030646367,2088.85486117677,43019.7124233224,369.079491720268,1279.8006236501521,52.37573640661921,12585.95406229324,33997.50962311332,50.9142058839056,0.251245468747188,7.0,143,69.8369444444444,15.4722222222222,82.6908333333333,4.42148186663641,1.91044521562859,6.331927082265
25,16-Sep-2020,22-Sep-2020,"route42,route44",0.642146692845743,0.920006261891135,0.2992670623981,0.593644161196915,22.6033292505996,19.6751770207214,-72.7492809791794,1921.52640751096,44941.2388308334,193.79440910663766,987.425880607364,37.876,12779.74847139988,34984.93550372068,51.8611058839056,0.251385938848645,7.0,150,63.8597222222222,15.5555555555556,88.5847222222223,4.54194979702251,1.97301749889467,6.51496729591717
