Week_Index,Week_Start,Week_End,Routes,Avg_SOC,Max_SOC [-],Min_SOC [-],Avg_DOD [-],Avg_Batt_Temp,Avg_Amb_Temp [degC],weeklyAvgBattP,weeklyDistance [km],weeklyTotDistance [km],weeklyDRegEn [kWh],weeklyDNetEn [kWh],weeklyEnAux [kWh],weeklyTotRegEn [kWh],weeklyTotNetEn [kWh],weeklyTotAux [kWh],weeklyAvgCrateChg [1/h],weeklyCycles [-],weeklyTotCycles [-],weeklyDrivingTime [h],weeklyChargingTime [h],weeklyparkingTime [h],Avg_Qcyc,Avg_Qcal,Avg_Qloss
1,01-Jul-2020,07-Jul-2020,route34,0.646568839008458,0.920006573762788,0.320931587676778,0.499046096018373,22.5808721453773,23.3098008827171,-62.6860013993646,1910.71443677378,1910.71443677378,382.8947477575936,806.7545263883161,54.514666666666805,382.8947477575936,806.7545263883161,1.36286666666667,0.250743734273872,7.0,7,99.3469444444446,15.9416666666667,52.7113888888887,0.485439073889679,0.135248976914717,0.620688050804396
2,08-Jul-2020,14-Jul-2020,route34,0.644919069634871,0.920006575097204,0.325400329106943,0.571877778805756,22.5495180688317,23.994445211826,-60.0809689354021,2017.63824044886,3928.35267722264,400.468248276336,835.9553927997521,54.00606009070281,783.3629960339281,1642.709919188068,2.71301816893424,0.250762137361026,7.0,14,109.058055555556,15.8722222222222,43.0697222222221,1.0065458772873,0.321265348935802,1.3278112262231
3,15-Jul-2020,21-Jul-2020,route34,0.644022536622447,0.920005053810163,0.325067234914215,0.579609118608709,22.5957213981974,22.9203033473677,-63.7656595195778,1858.51805679752,5786.87073402015,531.5969385597559,1147.180053962984,53.483713345679206,1314.959934593684,2789.8899731510523,4.05011100257622,0.250953393273359,7.0,21,94.8077777777778,15.9666666666667,57.2255555555555,1.3787037905498,0.446257201842679,1.82496099239248
4,22-Jul-2020,28-Jul-2020,route34,0.646180042559191,0.920005866872997,0.318621569253311,0.573217490676618,22.5427353170429,22.736241737328,-60.9671499945303,1951.38404868141,7738.25478270156,540.646501161464,1056.78083556206,60.11245947158079,1855.6064357551522,3846.670808713112,5.55292248936573,0.250777924208918,7.0,28,104.359166666667,15.725,47.9158333333333,1.68520094923826,0.550612776207568,2.23581372544583
5,29-Jul-2020,04-Aug-2020,"route34,route71",0.644193743091623,0.920006427407204,0.317405038606948,0.580697083323936,22.6208500742777,24.3458866997216,-65.0903316985854,2204.72633116871,9942.98111387027,413.54943251013196,1148.5645141776401,71.3138,2269.1558682652803,4995.2353228907605,7.33576748936573,0.250992957804919,7.0,35,88.5066666666667,15.9027777777778,63.5905555555555,1.94214050739714,0.642562839082821,2.58470334647996
6,05-Aug-2020,11-Aug-2020,route71,0.644963792996085,0.920005422239545,0.301573264602074,0.584995248150841,22.6804423568521,24.4356158725522,-69.5193956753959,2140.10685826242,12083.0879721327,292.84251180269206,1046.012677592292,74.0179495417468,2561.9983800679724,6041.24800048304,9.1862162279094,0.251066926903083,7.0,42,71.8308333333333,15.9194444444444,80.2497222222222,2.16362183518202,0.765729166399639,2.92935100158166
7,12-Aug-2020,18-Aug-2020,,,,,,,,,,12083.0879721327,,,,2561.9983800679724,6041.24800048304,9.1862162279094,,,42,,,,,,
8,19-Aug-2020,25-Aug-2020,route71,0.635027779307581,0.920000328413746,0.320994152391975,0.594460603892312,22.5917244939096,24.6064718830522,-62.8358389430566,368.337634421871,12451.4256065546,400.97818910364407,1083.356452775148,76.1988666666668,2962.97656917162,7124.604453258201,11.0911878945761,0.251365395512695,1.0,43,13.8488888888889,2.30555555555556,151.845555555556,2.27629511036431,0.835303788482254,3.11159889884656
9,26-Aug-2020,01-Sep-2020,route71,0.633126550333173,0.920006043444452,0.305485295283133,0.604703966814883,22.6303476042399,24.0865959381691,-65.1941546332331,1059.75608531635,13511.1816918709,412.202001204168,1111.9767360164801,114.63073854041882,3375.1785703757882,8236.58118927468,13.9569563580865,0.251637121454564,3.0,46,36.3669444444445,7.00833333333333,124.624722222222,2.33341066875208,0.860496104773863,3.19390677352594
10,02-Sep-2020,08-Sep-2020,route71,0.636744142988281,0.920006187137716,0.300715895771018,0.597670370738421,22.6131623590152,22.0157136110709,-67.2625852834392,2301.27053915859,15812.4522310295,425.99989496700005,1142.641497031792,74.3235333333332,3801.178465342788,9379.22268630648,15.8150446914199,0.251458145529947,7.0,53,78.6761111111111,16.1333333333333,73.1905555555555,2.47179323837445,0.930934144288134,3.40272738266259
