Week_Index,Week_Start,Week_End,Routes,Avg_SOC,Max_SOC [-],Min_SOC [-],Avg_DOD [-],Avg_Batt_Temp,Avg_Amb_Temp [degC],weeklyAvgBattP,weeklyDistance [km],weeklyTotDistance [km],weeklyDRegEn [kWh],weeklyDNetEn [kWh],weeklyEnAux [kWh],weeklyTotRegEn [kWh],weeklyTotNetEn [kWh],weeklyTotAux [kWh],weeklyAvgCrateChg [1/h],weeklyCycles [-],weeklyTotCycles [-],weeklyDrivingTime [h],weeklyChargingTime [h],weeklyparkingTime [h],Avg_Qcyc,Avg_Qcal,Avg_Qloss
1,01-May-2020,07-May-2020,route23,0.639243546541257,0.920005943576636,0.314000008202961,0.583925915067519,22.5380351754872,20.6348131934609,-62.1216907402088,2232.22900433248,2232.22900433248,599.672577361904,1255.433119927264,92.45632903344561,599.672577361904,1255.433119927264,2.31140822583614,0.251119210824822,7.0,7,97.1794444444445,16.2444444444444,54.5761111111111,0.505456304839549,0.16660370758404,0.672060012423588
2,08-May-2020,14-May-2020,route23,0.639327268056039,0.920006279448094,0.307621434266637,0.590701589275962,22.5799986036222,21.1429896221071,-63.961138006508,2122.67642141669,4354.90542574918,541.348735578524,1189.1878245000041,90.22818556946442,1141.021312940428,2444.620944427264,4.56711286507275,0.251243534401387,7.0,14,90.2200000000001,16.2694444444444,61.5105555555555,1.01697789595016,0.351732266873931,1.36871016282409
3,15-May-2020,21-May-2020,route23,0.637630529750446,0.920006691210573,0.29993850423514,0.587528727016048,22.5033502702571,17.5791922847766,-63.2689903951016,2146.46323568746,6501.36866143664,597.759249469988,1366.095513249508,64.3560925925924,1738.780562410416,3810.716457676772,6.17601517988757,0.251295095698869,7.0,21,93.4569444444445,16.1666666666667,58.3763888888888,1.38443747972927,0.488830219766549,1.87326769949582
4,22-May-2020,28-May-2020,route23,0.638291320960778,0.920006075659564,0.307346188421393,0.585157366188959,22.4891532269974,18.8973354648683,-60.5366653088421,2318.69141446238,8820.06007589902,722.0340379774279,1516.6160417928481,73.386316919192,2460.8146003878483,5327.3324994696,8.01067310286737,0.251206794795161,7.0,28,102.685833333333,16.0361111111111,49.2780555555555,1.68542037189222,0.578012796219383,2.2634331681116
5,29-May-2020,04-Jun-2020,"route23,route46",0.635010775550062,0.92000567443205,0.313682712206866,0.593301694248363,22.555245866342,19.6288332668624,-63.7526491274383,974.714229560567,9794.77430545958,253.14344487802242,811.1352894928881,41.085056928395204,2713.9580452658683,6138.46778896252,9.03779952607724,0.251399908669282,3.0,31,40.3736111111111,6.94722222222222,120.679166666667,1.89582817843701,0.644683892399541,2.54051207083655
6,05-Jun-2020,11-Jun-2020,route46,0.650385827323772,0.920004565651148,0.326177504157639,0.582652099752734,22.7819549653918,28.023152412898,-73.990529468456,858.2047941135,10652.9790995731,211.15367657881643,758.6424806870881,70.5360581358024,2925.1117218446884,6897.110269649599,10.8012009794723,0.250897398546776,3.0,34,28.1477777777778,6.80277777777778,133.049444444444,1.98511832233549,0.695864137412996,2.68098245974849
7,12-Jun-2020,18-Jun-2020,route46,0.651790111809574,0.920005141410359,0.323940632596531,0.578411261191176,22.7220085190227,24.9370420548543,-74.6741505518853,1951.18827369497,12604.1673732681,242.9948279043896,926.707194271452,28.6137,3168.1065497490763,7823.81746392104,11.5165434794723,0.25089119513438,7.0,41,62.9827777777777,15.7722222222222,89.2450000000001,2.11883115981152,0.789365876625314,2.90819703643684
8,19-Jun-2020,25-Jun-2020,route46,0.64929904673265,0.92000641781861,0.320972283025727,0.577607360565816,22.7090618076194,25.4243268573872,-71.8346533845246,2086.11683969015,14690.2842129582,204.6359025881952,741.3202173960681,30.337953571428564,3372.742452337272,8565.137681317121,12.274992318758,0.250832195378992,7.0,48,70.7661111111111,15.7,81.5338888888889,2.29996367723285,0.911501068347989,3.21146474558084
9,26-Jun-2020,02-Jul-2020,route46,0.645431937620821,0.920004768893901,0.319538983396634,0.587597337409532,22.7165136534496,23.7635844958403,-73.5050354507701,2026.90378000782,16717.187992966,207.31579845667602,709.7247654798601,54.193137777778,3580.058250793948,9274.86244679696,13.6298207632025,0.251145681110161,7.0,55,65.1374999999999,15.9055555555556,86.9569444444445,2.47508144301772,1.02398717391159,3.49906861692931
10,03-Jul-2020,09-Jul-2020,"route46,route72",0.649738814999446,0.920005834867418,0.326568778581521,0.57870294252224,22.6968570730225,24.5931412005308,-71.3958843330874,2023.97978386211,18741.1677768281,574.562620321668,1578.4796292776841,95.99449094788841,4154.6208711156,10853.342076074641,16.0296830368997,0.250876634397373,7.0,62,68.4255555555555,15.6416666666667,83.9327777777778,2.63271027902153,1.1202062492214,3.75291652824294
