Week_Index,Week_Start,Week_End,Routes,Avg_SOC,Max_SOC [-],Min_SOC [-],Avg_DOD [-],Avg_Batt_Temp,Avg_Amb_Temp [degC],weeklyAvgBattP,weeklyDistance [km],weeklyTotDistance [km],weeklyDRegEn [kWh],weeklyDNetEn [kWh],weeklyEnAux [kWh],weeklyTotRegEn [kWh],weeklyTotNetEn [kWh],weeklyTotAux [kWh],weeklyAvgCrateChg [1/h],weeklyCycles [-],weeklyTotCycles [-],weeklyDrivingTime [h],weeklyChargingTime [h],weeklyparkingTime [h],Avg_Qcyc,Avg_Qcal,Avg_Qloss
1,01-Mar-2020,07-Mar-2020,route24,0.635267891190164,0.920006390663733,0.285247451094106,0.593464628608645,22.4016488463716,10.5651773389222,-67.24165923741,2016.43752716495,2016.43752716495,1003.0225436789001,2197.33039460926,111.36218950617281,1003.0225436789001,2197.33039460926,2.78405473765432,0.251543623521744,7.0,7,77.9577777777778,16.4861111111111,73.5561111111111,0.480842788163877,0.160687709082798,0.641530497246674
2,08-Mar-2020,14-Mar-2020,route24,0.623639585591461,0.92000482634984,0.261473398525749,0.617292699423776,22.3147420433717,7.50136775225477,-64.0298749469423,2225.21332089246,4241.65084805741,795.0656423194321,1982.675920585244,268.471934605658,1798.0881859983278,4180.0063151945205,9.49585310279577,0.252304022868466,7.0,14,89.8663888888889,16.9861111111111,61.1475,0.982681409633197,0.36131874766801,1.34400015730121
3,15-Mar-2020,21-Mar-2020,route24,0.631733253168374,0.920005928157488,0.289845406567532,0.607101148452597,22.332972373663,7.69078658388568,-66.6139546150522,2018.20566286122,6259.85651091863,714.80275487432,1926.8764160872443,260.6054372888968,2512.890940872648,6106.88273128176,16.0109890350182,0.252004236160372,7.0,21,79.6338888888889,16.6666666666667,71.6994444444444,1.3515476581704,0.506593021955544,1.85814068012594
4,22-Mar-2020,28-Mar-2020,route24,0.63319072793135,0.920005439133608,0.285788802347906,0.59753229797626,22.3939748686198,12.3353600180394,-62.6967073376828,2295.09382099852,8554.95033191715,875.551346127324,2380.7892975496084,305.20976218468485,3388.442286999972,8487.67202883136,23.6412330896353,0.251654567443921,7.0,28,90.6027777777778,16.3444444444444,61.0527777777777,1.64940523414476,0.607989679986306,2.25739491413107
5,29-Mar-2020,04-Apr-2020,"route24,route1",0.630494978757452,0.920006369005968,0.276299712557377,0.602288348138171,22.3760882643102,10.396562449106,-63.770454699162,1999.54354921877,10554.4938811359,972.0997884050321,2457.347145072108,460.71321548114406,4360.542075405,10945.019173903442,35.1590634766639,0.251795737665558,7.0,35,87.6325,16.3777777777778,63.9897222222222,1.92942122798018,0.706459935882808,2.63588116386299
6,05-Apr-2020,11-Apr-2020,route1,0.629102384329592,0.920006595393593,0.257291544944224,0.606187219257422,22.3417664881932,8.31825657857994,-64.806207781307,1863.14753442169,12417.6414155576,1287.082070599332,2819.2214554164243,298.85968505472005,5647.62414600432,13764.24062931988,42.6305556030319,0.252147155560719,7.0,42,83.5630555555556,16.5666666666667,67.8702777777777,2.18424332665847,0.789377314600885,2.97362064125936
7,12-Apr-2020,18-Apr-2020,route1,0.628231384328231,0.920005700515415,0.279327496974221,0.605395142454598,22.4306750592676,14.0282199005632,-61.3645067165359,2113.3965742431,14531.0379898007,998.798289345268,2311.7529717966117,310.9312573471984,6646.4224353496,16075.993601116481,50.4038370367118,0.251836938199174,7.0,49,94.7597222222222,16.3527777777778,56.8875,2.43592443374284,0.874802492592475,3.31072692633531
8,19-Apr-2020,25-Apr-2020,route1,0.629966956124317,0.92000660569014,0.262937583728169,0.610848115617082,22.4808919289179,13.5501551283369,-66.4424549953041,1830.08020790444,16361.1181977051,1341.5635221771563,2964.10028480602,126.77944444444441,7987.985957526759,19040.09388592252,53.573323147823,0.252030077639415,7.0,56,78.2172222222222,16.45,73.3327777777778,2.66565256315721,0.948347095115442,3.61399965827265
9,26-Apr-2020,02-May-2020,"route1,route31",0.627975875305702,0.920005532706782,0.273890807576931,0.603590927802719,22.443493460855,14.7372900445854,-61.860453875087,2070.48975088452,18431.6079485897,754.466011936184,1623.6035046114002,115.7552622929288,8742.451969462962,20663.697390533922,56.4672047051462,0.251812038128094,7.0,63,92.8611111111112,16.2361111111111,58.9027777777777,2.88839048524456,1.03204025270377,3.92043073794833
10,03-May-2020,09-May-2020,"route31,route24",0.632244681797506,0.920005789724439,0.288102203687274,0.524271941217035,22.5366874469352,22.9333972177949,-57.8890358745098,2511.88097970274,20943.4889282924,903.995840249936,1913.0428788140198,135.82978395061718,9646.44780971288,22576.740269347923,59.8629493039116,0.251500416296821,7.0,70,107.826944444444,16.0444444444444,44.1286111111111,3.07988750274993,1.08691236813241,4.16679987088233
